Name	Cluster	desc	GID	PID1	PID2	PID3	H_Count	H_pos	H_Count_Disorder	H_pc_Disorder	G_Count	G_pos	G_Count_Disorder	G_pc_Disorder	D_Count	D_pos	D_Count_Disorder	D_pc_Disorder	GO
DARS	2	aspartyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:2678]	ENSG00000115866	ENSP00000264161	ENSGALP00000020154	ENSDARP00000093249	4	109,170,187,206	18	9	5	111,172,189,208,242	13	5	5	139,200,217,236,270	20	8	GO:0006418,GO:0004812,GO:0010467,GO:0005524,GO:0004046,GO:0044822,GO:0005737,GO:0006461,GO:0005515,GO:0016020,GO:0003676,GO:0070062,GO:0006412,GO:0000166,GO:0005829,GO:0004815,GO:0006422
GALNT6	NA	polypeptide N-acetylgalactosaminyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:4128]	ENSG00000139629	ENSP00000444171	ENSGALP00000010768	ENSDARP00000007473	2	64,148	35	19	2	63,147	72	39	2	70,143	68	39	GO:0016021,GO:0044267,GO:0043687,GO:0005794,GO:0004653,GO:0000139,GO:0016266,GO:0048471,GO:0006493,GO:0016757,GO:0030246,GO:0008152,GO:0046872
RPAP3	NA	RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]	ENSG00000005175	ENSP00000005386	ENSGALP00000041777	ENSDARP00000107727	3	69,172,355	113	29	3	73,172,181	83	39	5	255,352,388,394,405	163	65	GO:0005515
RAB18	NA	RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14244]	ENSG00000099246	ENSP00000478479	ENSGALP00000012019	ENSDARP00000072097	3	20,121,170	8	3	3	20,92,141	7	3	3	20,92,141	0	0	GO:0007420,GO:0007165,GO:0006913,GO:0005622,GO:0001654,GO:0071786,GO:0032482,GO:0006886,GO:0071782,GO:0034389,GO:0005794,GO:0003924,GO:0005525,GO:0007264,GO:0005886,GO:0005515,GO:0016020,GO:0070062,GO:0015031,GO:0008152,GO:0019003
CASK	4	calcium/calmodulin-dependent serine protein kinase (MAGUK family) [Source:HGNC Symbol;Acc:HGNC:1497]	ENSG00000147044	ENSP00000367408	ENSGALP00000026115	ENSDARP00000136813	3	559,733,750	89	30	3	559,738,755	84	28	4	143,260,270,434	74	18	GO:0005737,GO:0007268,GO:0045202,GO:0005524,GO:0016772,GO:0005911,GO:0005516,GO:0042734,GO:0007269,GO:0060170,GO:0070509,GO:0016323,GO:0005730,GO:0090280,GO:0030198,GO:0004672,GO:0042043,GO:0006468,GO:0001953,GO:0031982,GO:0090288,GO:0007155,GO:0015629,GO:0005634,GO:0010839,GO:0046939,GO:0004385,GO:0005925,GO:0005604,GO:0016363,GO:0061045,GO:0005829,GO:0005652,GO:0005515,GO:0005886,GO:0004674,GO:0016020,GO:0045944
SAMD11	NA	sterile alpha motif domain containing 11 [Source:HGNC Symbol;Acc:HGNC:28706]	ENSG00000187634	ENSP00000342313	ENSGALP00000003483	ENSDARP00000112558	4	18,31,132,155	157	66	3	34,98,134	123	61	5	57,138,145,177,190	56	24	GO:0000122,GO:0042731,GO:0005515,GO:0003713,GO:0032093,GO:0043621,GO:0005634,GO:1903506
MAN2A1	NA	mannosidase, alpha, class 2A, member 1 [Source:HGNC Symbol;Acc:HGNC:6824]	ENSG00000112893	ENSP00000261483	ENSGALP00000000333	ENSDARP00000139640	8	880,903,930,973,985,995,1022,1077	7	2	6	644,662,742,889,912,939	8	2	8	770,836,886,909,936,979,992,1043	5	1	GO:0004559,GO:0048286,GO:0043687,GO:0006013,GO:0007585,GO:0003824,GO:0016021,GO:0007005,GO:0001889,GO:0044267,GO:0008270,GO:0005975,GO:0007033,GO:0060042,GO:0018279,GO:0030246,GO:0004553,GO:0016799,GO:0001701,GO:0005794,GO:0050769,GO:0016020,GO:0015923,GO:0004572,GO:0000139,GO:0006491,GO:0070062,GO:0005801
MASP1	NA	mannan-binding lectin serine peptidase 1 (C4/C2 activating component of Ra-reactive factor) [Source:HGNC Symbol;Acc:HGNC:6901]	ENSG00000127241	ENSP00000296280	ENSGALP00000011986	ENSDARP00000090275	2	15,92	4	2	2	89,314	5	1	3	212,353,416	18	5	GO:0005515,GO:0006508,GO:0005509,GO:0008233,GO:0045916,GO:0006956,GO:0004252,GO:0001867,GO:0048306,GO:0045087,GO:0042803,GO:0005576,GO:0006898,GO:0005615
SPTB	1	spectrin, beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]	ENSG00000070182	ENSP00000451752	ENSGALP00000005340	ENSDARP00000113965	4	2055,2069,2145,2319	154	42	3	2050,2064,2315	96	26	4	1993,2074,2082,2088	32	16	GO:0005200,GO:0030097,GO:0031235,GO:0030863,GO:0014731,GO:0046982,GO:0008091,GO:0051693,GO:0015629,GO:0006779,GO:0016020,GO:0005886,GO:0005515,GO:0005829,GO:0007009,GO:0043234,GO:0009986,GO:0003779,GO:0005737,GO:0030506,GO:0007411,GO:0051015
CIAPIN1	8	cytokine induced apoptosis inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:28050]	ENSG00000005194	ENSP00000377914	ENSGALP00000001808	ENSDARP00000067234	4	40,55,174,179	54	22	6	40,55,174,179,186,259	73	22	5	193,210,216,217,232	66	47	GO:0009055,GO:0008168,GO:0043066,GO:0005737,GO:0016226,GO:0005739,GO:0006915,GO:0005654,GO:0005730,GO:0008152,GO:0046872,GO:0030097,GO:0044281,GO:0005515,GO:0005758,GO:0051536,GO:0032259,GO:0051537
POLD3	NA	polymerase (DNA-directed), delta 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:20932]	ENSG00000077514	ENSP00000263681	ENSGALP00000027913	ENSDARP00000092475	4	130,281,372,419	315	80	5	130,155,181,223,260	165	71	7	175,245,355,413,419,435,436	304	84	GO:0006297,GO:0019985,GO:0006283,GO:0006298,GO:0005654,GO:0042769,GO:0032201,GO:0006281,GO:0006289,GO:0000278,GO:0005739,GO:0000722,GO:0043625,GO:0005515,GO:0006284,GO:0000731,GO:0006260,GO:0003887,GO:0006271,GO:0006261,GO:0000723,GO:0005634
FZD4	NA	frizzled class receptor 4 [Source:HGNC Symbol;Acc:HGNC:4042]	ENSG00000174804	ENSP00000434034	ENSGALP00000027820	ENSDARP00000139144	3	48,194,271	9	2	3	159,259,453	3	0	3	256,450,505	4	1	GO:0071300,GO:0009986,GO:0005911,GO:0045893,GO:0030165,GO:0030182,GO:0007186,GO:0017147,GO:0016021,GO:0061301,GO:0060070,GO:0001553,GO:0005887,GO:0031987,GO:0004888,GO:0034446,GO:0042803,GO:0001568,GO:0004930,GO:0007223,GO:0035426,GO:0030669,GO:0007166,GO:0001570,GO:0042813,GO:0046982,GO:0042701,GO:0031625,GO:0019955,GO:0051091,GO:0030947,GO:0061304,GO:0016020,GO:0016055,GO:0005886,GO:0005515,GO:0043507,GO:0007605,GO:0061299,GO:0070062,GO:0010812
DNAH7	3	dynein, axonemal, heavy chain 7 [Source:HGNC Symbol;Acc:HGNC:18661]	ENSG00000118997	ENSP00000311273	ENSGALP00000012713	ENSDARP00000118929	5	124,150,218,256,323	75	25	5	217,235,383,461,475	11	3	3	732,986,995	0	0	GO:0003341,GO:0036156,GO:0005524,GO:0003777,GO:0001539,GO:0016887,GO:0005929,GO:0030286,GO:0008152,GO:0036159,GO:0005858,GO:0007018,GO:0005509,GO:0005874
PUM2	8	pumilio RNA-binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]	ENSG00000055917	ENSP00000338173	ENSGALP00000026539	ENSDARP00000081013	3	584,595,596	73	65	3	590,601,602	72	64	3	865,1034,1041	13	4	GO:0031965,GO:0010494,GO:0003730,GO:0048471,GO:0005515,GO:2000637,GO:0003723,GO:0034063,GO:0006417,GO:0005737,GO:0044822,GO:0060964,GO:1900246,GO:0005488
SYCP3	NA	synaptonemal complex protein 3 [Source:HGNC Symbol;Acc:HGNC:18130]	ENSG00000139351	ENSP00000376658	ENSGALP00000020802	ENSDARP00000022576	5	13,55,56,96,227	61	19	2	98,229	96	41	4	55,100,104,231	87	31	GO:0005730,GO:0035093,GO:0007286,GO:0003677,GO:0000785,GO:0051301,GO:0007141,GO:0001741,GO:0005515,GO:0005634,GO:0005694
TUBGCP6	NA	tubulin, gamma complex associated protein 6 [Source:HGNC Symbol;Acc:HGNC:18127]	ENSG00000128159	ENSP00000248846	ENSGALP00000014085	ENSDARP00000131463	3	622,651,765	27	11	4	413,623,652,677	0	0	5	83,154,314,339,382	38	9	GO:0000086,GO:0008274,GO:0000278,GO:0007020,GO:0005815,GO:0005813,GO:0000922,GO:0016020,GO:0008017,GO:0005874,GO:0070062,GO:0005829,GO:0000226
PRSS23	NA	protease, serine, 23 [Source:HGNC Symbol;Acc:HGNC:14370]	ENSG00000150687	ENSP00000280258	ENSGALP00000027822	ENSDARP00000072648	2	135,154	12	10	2	124,143	3	2	2	54,149	29	14	GO:0005634,GO:0006508,GO:0070062,GO:0004252
ADGRV1	12	adhesion G protein-coupled receptor V1 [Source:HGNC Symbol;Acc:HGNC:17416]	ENSG00000164199	ENSP00000384582	ENSGALP00000023576	ENSDARP00000020853	5	210,248,363,436,449	27	7	5	5224,5322,5424,5425,5435	3	0	6	3370,3392,3406,3548,3600,3665	5	1	GO:0007154,GO:0016020,GO:0005515,GO:0007605,GO:0005509,GO:0070062,GO:0016337,GO:0004930,GO:0007166,GO:0007399,GO:0032420,GO:0016021,GO:0043235,GO:0048496,GO:0004888,GO:0050953,GO:0045494,GO:0005737,GO:0045202,GO:0009986,GO:0050877,GO:0007186
STK3	NA	serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:11406]	ENSG00000104375	ENSP00000429744	ENSGALP00000025754	ENSDARP00000015367	6	155,205,293,355,365,417	141	38	5	126,176,264,336,388	144	39	5	176,264,391,451,469	186	47	GO:0008285,GO:0007165,GO:0000287,GO:0046621,GO:0007417,GO:0004672,GO:0006468,GO:0032092,GO:0006915,GO:0042981,GO:0071902,GO:0060800,GO:0035556,GO:0005737,GO:0051897,GO:0060706,GO:0046330,GO:0023014,GO:0005524,GO:0000186,GO:0003157,GO:0016772,GO:0046983,GO:0007346,GO:0043065,GO:0005829,GO:0045600,GO:0097284,GO:0051091,GO:0004709,GO:1902043,GO:0035329,GO:0090090,GO:0031098,GO:0005515,GO:0001841,GO:0004674,GO:0043539,GO:0060215,GO:0005634,GO:0000165,GO:0050821
DMD	5	dystrophin [Source:HGNC Symbol;Acc:HGNC:2928]	ENSG00000198947	ENSP00000354923	ENSGALP00000026200	ENSDARP00000093677	6	17,65,104,144,224,287	43	11	5	838,948,1000,1049,1056	41	12	6	2261,2286,2314,2479,2499,2512	91	25	GO:0046716,GO:0016010,GO:0044458,GO:0030198,GO:0044306,GO:0016328,GO:0001954,GO:0043043,GO:0010468,GO:0017166,GO:0003779,GO:0043034,GO:0051647,GO:0009986,GO:0014904,GO:0010880,GO:0045202,GO:0014819,GO:0060857,GO:2000651,GO:0060048,GO:0010881,GO:0048747,GO:1901385,GO:0030018,GO:0043234,GO:0045666,GO:0005856,GO:0010976,GO:0043623,GO:0031527,GO:0017022,GO:0007517,GO:0016013,GO:0008307,GO:0033137,GO:0005829,GO:1902083,GO:0034613,GO:0042391,GO:0002027,GO:0016203,GO:0005515,GO:0005886,GO:0086001,GO:0014809,GO:0042383,GO:0002162,GO:0008065,GO:0045211,GO:0045213,GO:0050998,GO:0015629,GO:0005634,GO:0007519,GO:0008270,GO:0035994,GO:0021629,GO:0045121,GO:0070373,GO:0030055,GO:0006355,GO:0005200,GO:0030175,GO:0090287,GO:0060314,GO:0030049
MED23	NA	mediator complex subunit 23 [Source:HGNC Symbol;Acc:HGNC:2372]	ENSG00000112282	ENSP00000357047	ENSGALP00000004392	ENSDARP00000116237	3	74,212,223	0	0	4	506,536,554,779	0	0	3	46,223,234	2	0	GO:0010467,GO:0005667,GO:0006367,GO:0005654,GO:0061630,GO:0006357,GO:0006355,GO:0016567,GO:0000151,GO:0005515,GO:0003713,GO:0016592
FOXRED2	NA	FAD-dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264]	ENSG00000100350	ENSP00000380401	ENSGALP00000020440	ENSDARP00000081852	3	391,402,555	0	0	3	300,385,396	7	3	3	303,412,423	27	12	GO:0001948,GO:0050660,GO:0005515,GO:0030433,GO:0005788,GO:0055114,GO:0004497
PRPF19	NA	pre-mRNA processing factor 19 [Source:HGNC Symbol;Acc:HGNC:17896]	ENSG00000110107	ENSP00000227524	ENSGALP00000022525	ENSDARP00000097371	2	178,265	26	13	2	52,138	51	27	2	179,266	43	22	GO:0048026,GO:0005662,GO:0016874,GO:0000349,GO:0000244,GO:0008610,GO:0016607,GO:0006303,GO:0016567,GO:0005634,GO:0071013,GO:0045665,GO:0042802,GO:0016020,GO:0048711,GO:0005515,GO:0001833,GO:0034613,GO:0070534,GO:0000209,GO:0010498,GO:0005819,GO:0072422,GO:0004842,GO:0034450,GO:0000245,GO:0010467,GO:0005811,GO:0000974,GO:0035861,GO:0000398,GO:0005737,GO:0005654,GO:0061630,GO:0071006,GO:0008380
RNF212	NA	ring finger protein 212 [Source:HGNC Symbol;Acc:HGNC:27729]	ENSG00000178222	ENSP00000389709	ENSGALP00000036359	ENSDARP00000107528	5	77,109,133,178,293	20	6	2	56,190	133	56	2	216,273	75	47	GO:0005515,GO:0006311,GO:0016874,GO:0008270,GO:0007131,GO:0016925,GO:0000795,GO:0051026
FRMD3	NA	FERM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24125]	ENSG00000172159	ENSP00000303508	ENSGALP00000020515	ENSDARP00000078195	4	11,20,32,227	0	0	3	4,16,211	0	0	3	166,377,398	71	21	GO:0019898,GO:0008092,GO:0016021,GO:0005856,GO:0005737
OSBPL5	NA	oxysterol binding protein-like 5 [Source:HGNC Symbol;Acc:HGNC:16392]	ENSG00000021762	ENSP00000263650	ENSGALP00000010319	ENSDARP00000127556	4	9,95,135,242	165	49	5	9,92,132,239,245	102	30	5	9,80,92,132,245	124	36	GO:0008203,GO:0006893,GO:0006869,GO:0016021,GO:0008142,GO:0005789,GO:0016020,GO:0015485,GO:0005829,GO:0030301
MUT	NA	methylmalonyl CoA mutase [Source:HGNC Symbol;Acc:HGNC:7526]	ENSG00000146085	ENSP00000274813	ENSGALP00000026895	ENSDARP00000079877	4	19,75,180,303	20	5	3	178,301,366	2	0	3	310,565,583	10	2	GO:0031419,GO:0005739,GO:0003824,GO:0004494,GO:0006767,GO:0044281,GO:0072341,GO:0046872,GO:0006635,GO:0008152,GO:0050667,GO:0009791,GO:0005759,GO:0019626,GO:0009235,GO:0016866,GO:0044255,GO:0006766,GO:0016853
RPS6KA2	NA	ribosomal protein S6 kinase, 90kDa, polypeptide 2 [Source:HGNC Symbol;Acc:HGNC:10431]	ENSG00000071242	ENSP00000427015	ENSGALP00000018680	ENSDARP00000044704	2	102,272	1	0	4	6,24,94,264	16	4	4	6,24,94,264	20	5	GO:0045087,GO:0004672,GO:0005654,GO:0071322,GO:0045835,GO:0034166,GO:0006417,GO:0006468,GO:0007411,GO:0034142,GO:0008285,GO:0000287,GO:0007165,GO:0004711,GO:0038123,GO:0010628,GO:0038124,GO:0060047,GO:0005524,GO:0016772,GO:0002035,GO:0010659,GO:0035666,GO:0007268,GO:0035556,GO:0004712,GO:0002756,GO:0005737,GO:0070613,GO:0005515,GO:0002755,GO:0004674,GO:0005840,GO:0005829,GO:0043065,GO:0018105,GO:0048011,GO:0005819,GO:0031965,GO:0034134,GO:0034146,GO:0002224,GO:0051403,GO:0001556,GO:0045786,GO:0034138,GO:0034162,GO:0007507,GO:0005634
CAND2	2	cullin-associated and neddylation-dissociated 2 (putative) [Source:HGNC Symbol;Acc:HGNC:30689]	ENSG00000144712	ENSP00000387641	ENSGALP00000013701	ENSDARP00000010317	6	986,1028,1041,1076,1177,1221	10	2	8	786,811,819,866,901,958,1002,1046	22	6	6	957,982,990,1037,1072,1173	0	0	GO:0005622,GO:0010265,GO:0045893,GO:0006351,GO:0005488,GO:0005515,GO:0017025,GO:0016567,GO:0005634
ADAMTSL2	1	ADAMTS-like 2 [Source:HGNC Symbol;Acc:HGNC:14631]	ENSG00000197859	ENSP00000346478	ENSGALP00000004660	ENSDARP00000100403	3	54,78,247	21	7	4	10,65,89,258	2	0	5	19,43,44,212,296	55	14	GO:0030512,GO:0005576,GO:0004222,GO:0006508,GO:0005515,GO:0008233,GO:0008270,GO:0031012,GO:0005578
DDX17	NA	DEAD (Asp-Glu-Ala-Asp) box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]	ENSG00000100201	ENSP00000380033	ENSGALP00000019975	ENSDARP00000106130	4	349,514,569,598	110	31	3	289,454,508	91	28	3	273,438,544	152	40	GO:0005654,GO:0003724,GO:0008186,GO:0005730,GO:0030331,GO:0005524,GO:0072358,GO:0006351,GO:0044822,GO:0005515,GO:0016020,GO:0003713,GO:0045944,GO:0003676,GO:0004004,GO:0009791,GO:2001014,GO:0033148,GO:0010501,GO:0003723,GO:0006396,GO:0005634
WDFY1	NA	WD repeat and FYVE domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20451]	ENSG00000085449	ENSP00000233055	ENSGALP00000008268	ENSDARP00000006309	4	115,323,327,355	0	0	4	115,323,327,355	0	0	4	150,323,327,365	1	0	GO:0005769,GO:0046872,GO:0008270,GO:0005634,GO:0008150,GO:0005515,GO:0005545,GO:0005829
PPP1R26	10	protein phosphatase 1, regulatory subunit 26 [Source:HGNC Symbol;Acc:HGNC:29089]	ENSG00000196422	ENSP00000349274	ENSGALP00000038235	ENSDARP00000138849	5	602,676,682,722,849	341	98	6	39,78,174,260,287,288	149	42	7	338,355,376,413,516,583,591	327	92	GO:0010923,GO:0005515,GO:0004864,GO:0005730,GO:0005654,GO:0019902
FAM214A	NA	family with sequence similarity 214, member A [Source:HGNC Symbol;Acc:HGNC:25609]	ENSG00000047346	ENSP00000443598	ENSGALP00000007252	ENSDARP00000059207	7	511,552,581,610,692,769,789	192	50	6	402,426,469,548,578,700	239	60	5	16,157,208,257,285	113	30	GO:0005515
INHA	NA	inhibin, alpha [Source:HGNC Symbol;Acc:HGNC:6065]	ENSG00000123999	ENSP00000243786	ENSGALP00000018301	ENSDARP00000057347	2	230,340	28	13	3	214,243,303	5	2	2	297,319	21	17	GO:0043025,GO:0007267,GO:0005515,GO:0042326,GO:0043513,GO:0008083,GO:0045077,GO:0008584,GO:0046982,GO:0007399,GO:0010862,GO:0048468,GO:0001541,GO:0007166,GO:0045786,GO:0001750,GO:0009605,GO:0045578,GO:0034673,GO:0046881,GO:0005179,GO:0005102,GO:0042541,GO:0005160,GO:0051726,GO:0001917,GO:0007165,GO:0046882,GO:0043512,GO:0060395,GO:0005125,GO:0001501,GO:0007050,GO:0043408,GO:0042127,GO:0030218,GO:0005576,GO:0042981,GO:0005615,GO:0034711,GO:0005737,GO:0045650,GO:0030154
SRFBP1	NA	serum response factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26333]	ENSG00000151304	ENSP00000341324	ENSGALP00000008505	ENSDARP00000098626	5	209,270,295,331,423	271	86	9	89,170,233,288,302,314,366,379,384	303	76	13	450,451,464,475,476,489,501,521,522,572,686,687,695	342	99	GO:0044822,GO:0006351,GO:0005634,GO:0030490,GO:0006355,GO:0030686,GO:0005515,GO:0048471
ALDH1A2	NA	aldehyde dehydrogenase 1 family, member A2 [Source:HGNC Symbol;Acc:HGNC:15472]	ENSG00000128918	ENSP00000249750	ENSGALP00000033786	ENSDARP00000070001	2	281,337	15	9	2	185,241	15	9	3	114,281,337	24	7	GO:0016918,GO:0035115,GO:0030326,GO:0006776,GO:0010628,GO:0030182,GO:0031076,GO:0005737,GO:0071300,GO:0030900,GO:0034097,GO:0001889,GO:0032355,GO:0042904,GO:0001568,GO:0001936,GO:0048566,GO:0009855,GO:0042572,GO:0016491,GO:0048738,GO:0043010,GO:0033189,GO:0009952,GO:0055114,GO:0008285,GO:0008284,GO:0001758,GO:0048384,GO:0030902,GO:0008152,GO:0035799,GO:0003007,GO:0042574,GO:0002138,GO:0060324,GO:0042573,GO:0021915,GO:0048471,GO:0004028,GO:0014032,GO:0031016,GO:0030324,GO:0009954,GO:0001822,GO:0016331,GO:0021983,GO:0005829,GO:0043065,GO:0004029,GO:0007494
HMGXB4	1	HMG box domain containing 4 [Source:HGNC Symbol;Acc:HGNC:5003]	ENSG00000100281	ENSP00000216106	ENSGALP00000020476	ENSDARP00000101559	8	51,76,98,200,220,224,252,342	349	89	8	40,70,92,123,197,208,212,326	379	98	5	75,98,168,187,371	397	100	GO:0006355,GO:0008333,GO:0016589,GO:0016055,GO:0006338,GO:0003677,GO:0030178,GO:0003682
TRAF3	NA	TNF receptor-associated factor 3 [Source:HGNC Symbol;Acc:HGNC:12033]	ENSG00000131323	ENSP00000454207	ENSGALP00000018553	ENSDARP00000038596	4	86,206,272,350	2	0	5	85,171,205,349,374	16	4	4	267,355,497,561	35	8	GO:0050688,GO:0007165,GO:0004871,GO:0019903,GO:0008063,GO:0045087,GO:0034142,GO:0006915,GO:0042981,GO:0005739,GO:0032088,GO:0005164,GO:0005768,GO:0002756,GO:0001817,GO:0004842,GO:0035631,GO:0031996,GO:0032480,GO:0030162,GO:0035666,GO:0009898,GO:0005829,GO:0033209,GO:0032648,GO:0005515,GO:0008270,GO:0016567,GO:0034138,GO:0016874,GO:0031625,GO:0019901,GO:0046872,GO:0002224
MYO5B	1	myosin VB [Source:HGNC Symbol;Acc:HGNC:7603]	ENSG00000167306	ENSP00000285039	ENSGALP00000021156	ENSDARP00000138582	7	530,568,605,610,628,636,687	37	14	7	563,596,608,618,626,677,794	30	9	6	568,625,633,660,684,784	31	9	GO:0030659,GO:0015031,GO:0003091,GO:0055037,GO:0008152,GO:0045179,GO:0005515,GO:0070062,GO:0055085,GO:0000146,GO:0003779,GO:0016459,GO:0032439,GO:0017137,GO:0005524,GO:0043234,GO:0005516,GO:0016192,GO:0003774,GO:0006833
PRDM1	NA	PR domain containing 1, with ZNF domain [Source:HGNC Symbol;Acc:HGNC:9346]	ENSG00000057657	ENSP00000358092	ENSGALP00000024778	ENSDARP00000004889	3	310,347,531	156	48	3	371,408,592	144	44	5	216,277,286,477,500	150	39	GO:0032259,GO:0001701,GO:0009791,GO:0003676,GO:0045579,GO:0031665,GO:0005515,GO:0042462,GO:0001892,GO:0001078,GO:0005634,GO:0001763,GO:0030889,GO:0060576,GO:0046872,GO:0007281,GO:0043565,GO:0000122,GO:0010629,GO:0060707,GO:0048869,GO:1990654,GO:0042826,GO:0001893,GO:0000978,GO:0048844,GO:0003700,GO:0045165,GO:0005737,GO:0010628,GO:0008168,GO:0006351,GO:0042127
EIF3A	1	eukaryotic translation initiation factor 3, subunit A [Source:HGNC Symbol;Acc:HGNC:3271]	ENSG00000107581	ENSP00000358140	ENSGALP00000015176	ENSDARP00000130812	4	277,316,453,571	72	18	5	1049,1221,1245,1302,1306	355	99	3	277,368,573	78	19	GO:0005829,GO:0033290,GO:0016282,GO:0006412,GO:0016020,GO:0005198,GO:0005515,GO:0006446,GO:0006413,GO:0005634,GO:0071541,GO:0005730,GO:0044267,GO:0003743,GO:0001731,GO:0005852,GO:0005737,GO:0044822,GO:0001732,GO:0010467
RBSN	NA	rabenosyn, RAB effector [Source:HGNC Symbol;Acc:HGNC:20759]	ENSG00000131381	ENSP00000253699	ENSGALP00000013832	ENSDARP00000102003	7	129,168,200,206,227,255,358	78	23	7	135,174,206,233,261,364,430	43	10	5	131,202,234,365,424	101	25	GO:0015031,GO:0006896,GO:0008270,GO:0046872,GO:0006897,GO:0006895,GO:0010008,GO:0034058,GO:0010009,GO:0031901,GO:0005515,GO:0005886,GO:0070062,GO:0005768,GO:0043231,GO:0045324,GO:0017137,GO:0007596,GO:0016197,GO:0000011
SPRTN	NA	SprT-like N-terminal domain [Source:HGNC Symbol;Acc:HGNC:25356]	ENSG00000010072	ENSP00000295050	ENSGALP00000017996	ENSDARP00000140734	7	333,350,360,370,375,379,434	127	63	4	227,378,441,491	221	60	4	340,351,406,429	161	85	GO:0006974,GO:0070530,GO:0005515,GO:0031398,GO:0005634,GO:0005694,GO:0046872,GO:0016607,GO:0009411,GO:0070987,GO:0005654,GO:0003677,GO:0019985,GO:0006281,GO:0043130
LPCAT2	NA	lysophosphatidylcholine acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26032]	ENSG00000087253	ENSP00000262134	ENSGALP00000005649	ENSDARP00000069449	3	195,203,204	6	5	5	67,121,213,214,325	7	1	3	113,177,359	3	0	GO:0044281,GO:0061024,GO:0006663,GO:0008152,GO:0000139,GO:0006644,GO:0036151,GO:0005509,GO:0005795,GO:0005783,GO:0047184,GO:0047192,GO:0005811,GO:0005789,GO:0046474,GO:0016746,GO:0016021,GO:0003841
AGO1	NA	argonaute RISC catalytic component 1 [Source:HGNC Symbol;Acc:HGNC:3262]	ENSG00000092847	ENSP00000362300	ENSGALP00000003523	ENSDARP00000129194	2	126,363	12	3	2	51,288	12	3	2	127,364	12	3	GO:0005829,GO:0048011,GO:0010501,GO:0035196,GO:0008543,GO:0003727,GO:0045944,GO:0003676,GO:0035278,GO:0031047,GO:0000932,GO:0035280,GO:0005515,GO:0005844,GO:0005634,GO:0003723,GO:0070883,GO:0030529,GO:0016441,GO:0031054,GO:0010586,GO:0003725,GO:0016442,GO:0005654,GO:0035068,GO:0045087,GO:0000978,GO:0038095,GO:0007173,GO:0000993,GO:0035198,GO:0044212,GO:0044822,GO:0007219,GO:0005737,GO:0048015,GO:0001047,GO:0010628,GO:0070578,GO:0006351,GO:0010467,GO:0000956
TAF8	8	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa [Source:HGNC Symbol;Acc:HGNC:17300]	ENSG00000137413	ENSP00000362068	ENSGALP00000042057	ENSDARP00000133427	4	19,33,54,305	199	51	2	21,35	24	21	2	35,302	152	41	GO:0001833,GO:0005515,GO:0048471,GO:0005634,GO:0046982,GO:0045598,GO:0005669,GO:0005654,GO:0051457,GO:0030154,GO:0045893,GO:0006351
ELK3	NA	ELK3, ETS-domain protein (SRF accessory protein 2) [Source:HGNC Symbol;Acc:HGNC:3325]	ENSG00000111145	ENSP00000228741	ENSGALP00000018626	ENSDARP00000123783	3	101,129,220	69	31	4	101,122,129,220	69	31	3	127,271,272	141	57	GO:0005634,GO:0003714,GO:0006366,GO:0006355,GO:0045892,GO:0032422,GO:0042060,GO:0005515,GO:0045944,GO:0003700,GO:0001077,GO:0030154,GO:0043231,GO:0001525,GO:0005739,GO:0043565,GO:0007165,GO:0000978,GO:0003677,GO:0005654
MATN3	NA	matrilin 3 [Source:HGNC Symbol;Acc:HGNC:6909]	ENSG00000132031	ENSP00000383894	ENSGALP00000036079	ENSDARP00000122906	2	142,252	9	4	4	113,223,229,398	1	0	4	174,179,373,379	77	25	GO:0005578,GO:0005515,GO:0005201,GO:0005509,GO:0005576,GO:0001501,GO:0002062,GO:0030198
R3HDM4	NA	R3H domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28270]	ENSG00000198858	ENSP00000355385	ENSGALP00000003104	ENSDARP00000086702	2	39,66	52	40	2	66,176	40	19	3	19,162,197	112	40	GO:0005634,GO:0003676
MSTO1	NA	misato 1, mitochondrial distribution and morphology regulator [Source:HGNC Symbol;Acc:HGNC:29678]	ENSG00000125459	ENSP00000245564	ENSGALP00000023550	ENSDARP00000029170	3	72,99,139	32	19	2	116,331	1	0	2	70,108	14	10	GO:0005737,GO:0048311,GO:0007005,GO:0008152,GO:0003674,GO:0005741,GO:0003924
